review,clean_review,rating,date,year_month
한강작가 책으로 처음 선택한 책입니다. 추천합니다.,한강 작가 책 처음 선택 책 . 추천 .,4,2024-11-17,2024-11
한 자 한 자 한 문장 한 문장을 곱씹으며 천천히 읽게 됩니다..,자 자 문장 문장 곱씹으며 천천히 읽게 됩니다,4,2024-11-17,2024-11
눈물 없이 읽을 수 없던 책.,눈물 없이 읽을 없던 책 .,4,2024-11-17,2024-11
"작가란 얼마나 고통스러운 영혼인가? 글을 써 내려가며 겪었을 그의 고통이, 그 글을 읽어가며 겪은 우리 모두의 작은 고통이 모여 그날의 그들을 잊지 않기를.","작가 란 얼마나 고통스러운 영혼 인가 ? 글 써 내려가며 겪었을 고통 , 글 읽어가며 겪은 모두 작은 고통 모여 그날 잊지 않기를 .",4,2024-11-16,2024-11
"엄마가 보고싶다고해서 예약구매했어요
한강작가님 말모죠","엄마 보고싶다고 예 약 구매 했어요 
 한강 작가 님 말모 죠",4,2024-11-16,2024-11
수업시간에 배우지 못했던 깊숙한 곳으로,수업 시간 배우지 못 했던 깊숙한 곳,3,2024-11-16,2024-11
속울음의 용틀음이 솟구치는 표현이랄까요,속 울음 용 틀음 솟구치는 표현 랄 까요,2,2024-11-16,2024-11
역사에 대해 이런 소설 형식이 구체성을 살려주는 것 같아 좋아요,역사 대해 이런 소설 형식 구체성 살려주는 같아 좋아요,4,2024-11-16,2024-11
부모님이 한강 작가책 읽고싶다고 하셔서 주문해드렸어요 노벨상 수상후 어르신들도 어떤 작품들인지 많이 궁금해하시더라구요,부모님 한강 작 가책 읽고싶다고 하셔서 주문 해드렸어요 노벨상 수상 후 어르신 어떤 작품 인지 궁금해하시더라구요,4,2024-11-16,2024-11
배송받고 읽기 시작했는데 글의 장면 속으로 빠져들어 가는 것 같아...,배송 받고 읽기 시작 했는데 글 장면 속 빠져들어 가는 같아,4,2024-11-16,2024-11
너무 늦게 읽어서 죄송합니다,늦게 읽어서 죄송합니다,4,2024-11-16,2024-11
마음이 먹먹해지지만 그래도 역사는 발전하리라 믿어봅니다,마음 먹 먹 해지 지만 그래도 역사 발전 하리 라 믿어 봅니다,4,2024-11-16,2024-11
아픈 역사지만 그래서 모두가 제대로 알아야 한다고 생각합니다.,아픈 역사 지만 모두 제대로 알아야 한다고 생각 .,4,2024-11-16,2024-11
그리 오래 되지 않은 과거라는 것. 우리의 세대와 맞닿아 있다는 것. 우리는 이 기억을 후세에 물려줄 것입니다. 감사합니다.,그리 오래 되지 않은 과거 라는 . 세대 맞닿아 있다는 . 기억 후세 물려줄 . 감사합니다 .,4,2024-11-16,2024-11
잘 읽었습니다. 책 추천합니다.,읽었습니다 . 책 추천 .,4,2024-11-16,2024-11
축하합니다. 노벨상 수상,축하 . 노벨상 수상,4,2024-11-16,2024-11
한강작가님의 글에 반하게 됐어요,한강 작가 님 글 반하게 됐어요,4,2024-11-15,2024-11
배송도 안전하게 잘 왔습니다! 꼼꼼해서 좋아요 책 잘 읽겠습니다!,배송 안전하게 왔습니다 ! 꼼꼼해서 좋아요 책 읽겠습니다 !,4,2024-11-15,2024-11
이번에도 잘 읽었습니다!,이번 에도 읽었습니다 !,4,2024-11-15,2024-11
드디어 읽었네요. 이제라도 읽을 수 있어 다행입니다. 감사합니다.,드디어 읽었네요 . 이제 라도 읽을 있어 다행 . 감사합니다 .,4,2024-11-15,2024-11
"추억, 기억, 아픔을 이렇게 담아내다니 대단합니다. 다만 중간중간 읽어가기 힘들기도 합니다.","추억 , 기억 , 아픔 이렇게 담아내다니 대단합니다 . 다만 중간 중간 읽어가기 힘들 기도 .",4,2024-11-15,2024-11
한강 작가님 작품은 언제보아도 감탄만,한강 작가 님 작품 언 보아 감탄,4,2024-11-15,2024-11
이북으로 이미 읽었지만 한강 작가님 노벨상 수상하신 기념 퍼포먼스로 종이책 한 권 더 구매 했습니다,이북 이미 읽었지만 한강 작가 님 노벨상 수상하신 기념 퍼포먼스 종이 책 권 구매 했습니다,4,2024-11-15,2024-11
너무재밌어요~!ㅎㅎㅎㅎ,재밌어요 ~! ㅎㅎㅎㅎ,4,2024-11-15,2024-11
원서로읽을수있다니 좋네여,원서 읽을수있다니 좋 네 여,4,2024-11-15,2024-11
이제서야 이 책을 드디어 읽어보게되었네요,이제 서야 책 드디어 읽어 보게 되었네요,4,2024-11-15,2024-11
마음이 아파서 두 번은 못읽겠다 싶었는데 노벨문학상받은 소설 가물가물해져서 구매해요,마음 아파서 두 번은 못 읽겠다 싶었는데 노벨문학상 받은 소설 가물가물 해져서 구매 해요,4,2024-11-15,2024-11
나도 그 시대 를 살았다면 어떠했는지 고민 해본다,나도 시대 살았다면 어떠했는지 고민 해본다,4,2024-11-15,2024-11
"읽어보고싶은 책이라 구매했어요~
재밌어요~","읽어 보고싶은 책 이라 구매 했어요 ~ 
 재밌어요 ~",4,2024-11-15,2024-11
진짜 몇시간만에 읽어버렸는데 마지막부분이 젤 슬펐어요,진짜 몇 시간 만에 읽어 버렸는데 마지막 부분 젤 슬펐어요,4,2024-11-15,2024-11
그 시대의 아픔을 생생히 알수 있었습니다,시대 아픔 생생히 알수 있었습니다,4,2024-11-15,2024-11
광주 이야기. 슬퍼요,광주 이야기 . 슬퍼요,3,2024-11-14,2024-11
배송빠르고 책 내용 좋아요,배송 빠르고 책 내용 좋아요,4,2024-11-14,2024-11
아버지가 꼭 읽으라고 말씀하셔서 봤는데 진짜 눈물 줄줄이네요..,아버지 꼭 읽으라고 말씀 하셔서 봤는데 진짜 눈물 줄줄이 네 요,4,2024-11-14,2024-11
수상 축하드려요!,수상 축하 드려요 !,4,2024-11-14,2024-11
읽는 순간 계속해서 눈물이 흘렀어요. 그 시간을 기억하겠습니다.,읽는 순간 눈물 흘렀어요 . 시간 기억 하겠습니다 .,4,2024-11-14,2024-11
"부정 당했던 현실이 세상에 나오게 돼 감사하고, 알게 되어 슬픕니다.","부정 당했던 현실 세상 나오게 돼 감사하고 , 알 게 되어 슬픕니다 .",4,2024-11-14,2024-11
훌륭한 한강 작가님의 책,훌륭한 한강 작가 님 책,4,2024-11-14,2024-11
노벨문학상 수상을 축하하며..한강 작품을 하나씩 읽고 있어요..,노벨문학상 수상 축하 한강 작품 하나 씩 읽고 있어요,4,2024-11-14,2024-11
한 강의 책 중에 가장 공감이 되는 책이었고 다시는 이런 일이 일어나지 않기를. 가슴 한쪽이 먹먹 해지는 내용이었습니다.,강의 책 중 가장 공감 되는 책 이었고 다시는 이런 일이 일어나지 않기를 . 가슴 한쪽 먹 먹 해지 내용 이었습니다 .,4,2024-11-14,2024-11
역시 노벨문학상 축하합니다.,역시 노벨문학상 축하 .,4,2024-11-14,2024-11
"기대하고 있는 작품이에요
읽어볼개요","기대하고 있는 작품 이에요 
 읽어 볼 개 요",4,2024-11-14,2024-11
잘 읽었습니다.....,읽었습니다 .....,3,2024-11-13,2024-11
초반에는 이게 뭐지? 하던게 점점 빠져드네요.,초반 게 뭐 지 ? 하던게 점점 빠져 드 네 요 .,4,2024-11-13,2024-11
"아름다우면 안되는 역사지만 아름답게 표현된 책.
많은 생각을, 슬픔을 고통을 다시 느낄 수 있는 책입니다 :) 정말 잘 읽었어요","아름다우면 안되는 역사 지만 아름답게 표현 된 책 . 
 많은 생각 , 슬픔 고통 느낄 있는 책 :) 읽었어요",4,2024-11-13,2024-11
아이한테 선물했는데 좋아하네요~^^,아이 한테 선물 했는데 좋아하네요 ~^^,4,2024-11-13,2024-11
고맙습니다. 작가님,고맙습니다 . 작가 님,4,2024-11-13,2024-11
"노벨상 수상, 한강 작가님의 책을 읽고자 구입했어요. 기대됩니다!","노벨상 수상 , 한강 작가 님 책 읽고자 구입 했어요 . 기대 됩니다 !",4,2024-11-13,2024-11
역사적 팩트를 기초로 현실을 외면하지 않는 작가의 가치관이 깊게 투영되어 있음.,역사 적 팩트 기초 현실 외면 하지 않는 작가 가치관 깊게 투영 되어 있음 .,4,2024-11-13,2024-11
누구나 다 읽었으면 하지만 특히 청소년들에게 필독서가 되었으면 히는 바램을 기져 봅니다,누구 나 읽었으면 특히 청소년 필 독서 되었으면 히 바램 기져 봅니다,4,2024-11-13,2024-11
5월에 읽으려고 아껴뒀어요.,5월 읽으려고 아껴 뒀어요 .,4,2024-11-13,2024-11
아주 재미있고 유익합니다,아주 재미있고 유익합니다,4,2024-11-13,2024-11
아내가 무척 좋아합니다. 아내가 무척 좋아합니다. 아내가 무척 좋아합니다. 아내가 무척 좋아합니다. 아내가 무척 좋아합니다. 아내가 무척 좋아합니다.,아내 무척 좋아합니다 . 아내 무척 좋아합니다 . 아내 무척 좋아합니다 . 아내 무척 좋아합니다 . 아내 무척 좋아합니다 . 아내 무척 좋아합니다 .,4,2024-11-13,2024-11
초등딸이 하루만에 다 읽었어요 너무 슬퍼요,초등딸 하루 만에 읽었어요 슬퍼요,4,2024-11-13,2024-11
우리가 알고 있는 5.18과 관련 있는 스토리입니다.,알 고 있는 5.18 관련 있는 스토리 .,4,2024-11-12,2024-11
읽는 내내 심적으로 힘이 들었지만 꼭 읽어봐야 할 작품입니디.,읽는 내내 심 적 힘 들었지만 꼭 읽어 봐야 할 작품 입니디 .,4,2024-11-12,2024-11
예전의 기억을 떠 올라 다시한번 읽고 싶네용 광주역사기행을 위해,예전 기억 떠 올라 한번 읽고 싶네용 광주 역사 기행 위해,4,2024-11-12,2024-11
잘 읽었습니다. 좋은 책 감사합니다.,읽었습니다 . 좋은 책 감사합니다 .,4,2024-11-12,2024-11
감정적으로 답답해지지만 그래도 읽어야하는 책이었어요,감정 적 답답해지지만 그래도 읽어 야하는 책 이었어요,4,2024-11-12,2024-11
오래기다렸는데 잘 읽을께요,오래 기다렸는데 읽을께요,4,2024-11-12,2024-11
역시 무척 기대되는 책입니다.,역시 무척 기대 되는 책 .,4,2024-11-12,2024-11
한강 작가님 노벨상 수상 기념 친구에게 선물로 줬어요,한강 작가 님 노벨상 수상 기념 친구 선물 줬어요,4,2024-11-12,2024-11
노벨문학상 수상 기념으로 구매했어요,노벨문학상 수상 기념 구매 했어요,4,2024-11-12,2024-11
다 읽고 가슴이 먹먹해서 잠시 넣어 둔 책. 또 생각 나면 꺼내 읽을 책입니다. 중독성있는 작가님의 목소리와 문체가 자꾸 귓가에 아른거리네요~,읽고 가슴 먹 먹 잠시 넣어 둔 책 . 생각 나면 꺼내 읽을 책 . 중독 성 있는 작가 님 목소리 문체 자꾸 귓가 아른거리네요 ~,4,2024-11-12,2024-11
아버지가 읽고 싶어하셨는데 동네서점에는 없다고해서 주문해드렸어요~^^,아버지 읽고 싶어하셨는데 동 네 서점 없다 고해 서 주문 해드렸어요 ~^^,4,2024-11-12,2024-11
그저 갓.. 이런 소설가가 있음에 감사 용기에 존경을,그저 갓 이런 소설가 있 음 감사 용기 존경,4,2024-11-12,2024-11
악마는 우리 주변 곳곳에 있고 역사는 반복된다.,악마 주변 곳곳 있고 역사 반복 된다 .,4,2024-11-12,2024-11
"배송 빠르고 좋았습니다.
포장 상태도 좋습니다.
추천합니다.","배송 빠르고 좋았습니다 . 
 포장 상태 좋습니다 . 
 추천 .",4,2024-11-11,2024-11
워낙 슬프다는 말을 많이 들은 작품이에요,워낙 슬프다는 말 들은 작품 이에요,4,2024-11-11,2024-11
아직 읽고 있는데 한강 작가님 진짜 대박이네요,아직 읽고 있는데 한강 작가 님 진짜 대박 이네 요,4,2024-11-11,2024-11
최고의도서 대만족이요,최고 의도 서 대 만족 요,4,2024-11-11,2024-11
최고의도서 대만족이요,최고 의도 서 대 만족 요,4,2024-11-11,2024-11
"한 장, 한 장 읽어내려갈때마다 마음이 너무 아프네요. 우리나라의 근현대사의 한페이지를 기록해주셔서 감사합니다. 전국민이 읽어봐야 할 소설책입니다.","장 , 장 읽어 내려갈 때 마다 마음 아프네요 . 우리나라 근현대사 페이지 기록 해주셔서 감사합니다 . 전 국민 읽어 봐야 할 소설 책 .",4,2024-11-11,2024-11
보는 내내 먹먹하네요. 감정이입이 되서 책장 넘기기가 힘들었어요.,보는 내내 먹 먹하네요 . 감정이입 되서 책장 넘 기기 힘들었어요 .,4,2024-11-11,2024-11
광주의 아픔과 용기를 세계에 알릴 수 있어 감사합니다,광주 아픔 용기 세계 알릴 있어 감사합니다,4,2024-11-11,2024-11
아직 읽기 전인데 기대돼요,아직 읽기 전 인데 기대 돼요,4,2024-11-11,2024-11
"한강작가님의 노벨상 수상을
축하드리며 채식주의자에
이어서 소년이 온다
열심히 읽겠습니다.
한강작가님! 고생하셨고 고맙습니다.","한강 작가 님 노벨상 수상 
 축하 드리며 채식주의자 
 이어서 소년 온다 
 열심히 읽겠습니다 . 
 한강 작가 님 ! 고생 하셨고 고맙습니다 .",4,2024-11-11,2024-11
한강작가님 감사합니다. 소설을 잘 읽지않는편인데 읽어보려고 많이 시켰습니다.,한강 작가 님 감사합니다 . 소설 읽지 않는 편 인데 읽어 보려고 시켰습니다 .,4,2024-11-11,2024-11
누구나 꼭 읽었으면 하는 책 중 하나다. 그만큼 우리나라의 역사를 잘 담아낸 책이다.,누구 나 꼭 읽었으면 책 중 하나 . 그만큼 우리나라 역사 담아 낸 책 .,4,2024-11-11,2024-11
한강 작가님의 책을 기대하는 마음으로 읽어봅니다. 좋은 글 감사합니다.,한강 작가 님 책 기대하는 마음 읽어 봅니다 . 좋은 글 감사합니다 .,4,2024-11-11,2024-11
"책 상태가 엉망입니다
급하게 인쇄해서 그런지 많이 아쉽네요","책 상태 엉망 
 급하게 인쇄 그런지 아쉽네요",1,2024-11-11,2024-11
한강 작가의 노벨상 수상을 축하하며 구입했어요. 기대됩니다.,한강 작가 노벨상 수상 축하 구입 했어요 . 기대 됩니다 .,4,2024-11-11,2024-11
한강 작가의 노벨상 수상을 축하하며 구입했어요. 기대됩니다.,한강 작가 노벨상 수상 축하 구입 했어요 . 기대 됩니다 .,4,2024-11-11,2024-11
광주의 아픔을 기억해 봅니다,광주 아픔 기억 해 봅니다,4,2024-11-10,2024-11
아이가 한강님 책을 원해서 구매했습니다,아이 한강 님 책 원해서 구매 했습니다,4,2024-11-10,2024-11
기대됩니다. 몇 장 읽었는데 잘 읽히네요. 이 가을에 읽기 좋습니다.,기대 됩니다 . 몇 장 읽었는데 읽히네요 . 가을 읽기 좋습니다 .,4,2024-11-10,2024-11
우리의 아픈과거를 아프게 적어놓아 공감합니다,아픈 과거 아프게 적어놓아 공감,4,2024-11-10,2024-11
수상하신 한강 작가의 책을 읽을 수 있어 좋았습니다,수상하신 한강 작가 책 읽을 있어 좋았습니다,4,2024-11-10,2024-11
읽다보면 갑자기 눈물터집니다 멈출수가 없습니다 다 읽고나면 또 터집니다,읽다 보면 갑자기 눈물 터집니다 멈출수가 없습니다 읽고나면 터집니다,4,2024-11-10,2024-11
"부모님의 책읽으시는 모습이 너무 아름다워보였던 시간이었습니다.
가족 모두 읽고 같은 공간 소소하게 공감한 부분을 나누는 시간이 행복했습니다.❤️","부모님 책 읽으시는 모습 아름다워 보였던 시간 이었습니다 . 
 가족 모두 읽고 같은 공간 소소하게 공감 부분 나누는 시간 행복했습니다 .",4,2024-11-10,2024-11
우리모두가 꼭 읽어봐야할 책입니다~,모두 꼭 읽어 봐 야할 책 ~,4,2024-11-10,2024-11
한강 작가님 노벨문학상 수상 축하드려요~!,한강 작가 님 노벨문학상 수상 축하 드려요 ~!,4,2024-11-10,2024-11
시적 산문이란 표현이 무엇인지 알게 되었어요. 가슴 먹먹한 내용이지만 아름답게 느껴지기도 하고. 소장가치 백프로 입니다.,시적 산문 이란 표현 무엇 인지 알 게 되었어요 . 가슴 먹 먹한 내용 이지만 아름답게 느껴지 기도 . 소장 가치 백프로 .,4,2024-11-10,2024-11
우리나라에서 노벨 문학상 수상자가 나오다니 너무 자랑스럽고 기쁜 마음에 구매했습니다,우리나라 노벨 문학상 수상자 나오다니 자랑스럽고 기쁜 마음 구매 했습니다,4,2024-11-09,2024-11
읽고 있는 내내 계속 눈물이 났지만 이야기 속에 빠져 읽는 것을 중단할 수 없었습니다. 강력 추천합니다.,읽고 있는 내내 눈물 났지만 이야기 속 빠져 읽는 중단 할 없었습니다 . 강력 추천 .,4,2024-11-09,2024-11
힘든날 힐링되는 도서~!!!,힘든 날 힐링 되는 도서 ~!!!,4,2024-11-09,2024-11
너무 아픈 역사… 읽기 힘들지만 그들에게 빚진 우리들이 꼭 읽고 기억해야 할 책,아픈 역사 읽기 힘들지만 빚진 꼭 읽고 기억 해야 할 책,4,2024-11-09,2024-11
필수로 읽어야죠 기대됩니다,필수 읽어야죠 기대 됩니다,4,2024-11-09,2024-11
유명한 책을 읽을 수 있게되어 영광이네요,유명한 책 읽을 있게 되어 영광 이네 요,4,2024-11-09,2024-11
읽고싶었는데 기대가 됩니다,읽고싶었는데 기대 됩니다,4,2024-11-09,2024-11
당시 시대상과 아픔묘사에 공감,당시 시대 상과 아픔 묘사 공감,3,2024-11-09,2024-11
같은 사건에 대해 다른 인물들의 마음을 볼 수 있는.,같은 사건 대해 다른 인물 마음 볼 있는 .,4,2024-11-09,2024-11
왠지 꼭읽어봐야겠다는 상각이들어 구매합니다,왠지 꼭 읽어 봐야겠다는 상각 들어 구매,4,2024-11-09,2024-11
작가님 수상 후 구입했는데 금방 책장이 금방 넘어가네요...,작가 님 수상 후 구입 했는데 금방 책장 금방 넘어가네요,4,2024-11-09,2024-11
작가님 수상후 구입했는데 최고입니다,작가 님 수상 후 구입 했는데 최고,4,2024-11-09,2024-11
아직 읽기 전인데 읽고 싶어서 구매했습니다.,아직 읽기 전 인데 읽고 싶어서 구매 했습니다 .,4,2024-11-08,2024-11
"역사로 배웠던, 5.18국립묘지에서 봤던 그 내용 그대로 에요","역사 배웠던 , 5.18 국립묘지 봤던 내용 그대로 에요",4,2024-11-08,2024-11
잘 읽었습니다. 한강 작가님 축하드립니다.,읽었습니다 . 한강 작가 님 축하 드립니다 .,4,2024-11-08,2024-11
감동입니다! 잘 읽을게요!,감동 ! 읽을게요 !,4,2024-11-08,2024-11
5ㆍ18 민주항쟁을 체험한 작가의 노벨문학상 작품!,5 ㆍ 18 민주 항쟁 체험 작가 노벨문학상 작품 !,3,2024-11-08,2024-11
한강작가책중 두번째 책인데 작가의 독특한 시점에서 몰입이 되어 잘읽었습니다,한강 작 가책 중 두번째 책 인데 작가 독특한 시점 몰입 되어 읽었습니다,4,2024-11-08,2024-11
비단 노벨상 수상때문만이 아닌 읽어보고싶었던 책인데 이 참에 사서 잘 읽고있어요.,비단 노벨상 수상 때문 만이 아닌 읽어 보고싶었던 책 인데 참에 사서 읽고있어요 .,4,2024-11-08,2024-11
"국내 최초로 노벨문학상
당연히 읽어봐야죠","국내 최초 노벨문학상 
 당연히 읽어 봐야죠",4,2024-11-08,2024-11
한강작가님의 소년이 온다는 한국인이라면 모두가 읽어야 하는 책이라고 생각합니다,한강 작가 님 소년 온다는 한국인 라면 모두 읽어야 책 이라고 생각,4,2024-11-08,2024-11
너무 슬프고 처절한 우리의 역사 잔혹한 인간성 함부로 평가할 수 없는 산문,슬프고 처절한 역사 잔혹한 인간성 함부로 평가 할 없는 산문,4,2024-11-08,2024-11
읽는내내 마음아팠지만 끝까지 읽어냈습니다.,읽는내내 마음 아팠지만 끝 읽어 냈습니다 .,4,2024-11-08,2024-11
한국소설을 안읽는 저였는데 이렇게 사게될줄 몰랐습니다 재미있었습니다,한국 소설 안 읽는 였는데 이렇게 사게 될줄 몰랐습니다 재미있었습니다,4,2024-11-08,2024-11
태어나서 한번은 읽어봐야하는 책입니다.,태어나서 한번 읽어 봐 야하는 책 .,4,2024-11-08,2024-11
"태어났으면 꼭 한번은 읽어봐야하는 책입니다.
한강작가님 아시잖아요?!","태어났으면 꼭 한번 읽어 봐 야하는 책 . 
 한강 작가 님 아시잖아요 ?!",4,2024-11-08,2024-11
잘 읽겠습니다~ 고맙습니다.,읽겠습니다 ~ 고맙습니다 .,4,2024-11-08,2024-11
역사적인 사건을 개인의 관점에서 잔잔하게 풀어쓴 작품입니다,역사 적 인 사건 개인 관점 잔잔하게 풀어 쓴 작품,4,2024-11-08,2024-11
구매해봅니다 아직 읽기 전이라,구매 해봅니다 아직 읽기 전이 라,4,2024-11-07,2024-11
책을 다 읽고 나서 다시 한 번 읽어보고 싶은 책,책 읽고 나서 번 읽어 보고 싶은 책,4,2024-11-07,2024-11
고통이 커 페이지를 넘기기가 힘들었다.,고통 커 페이지 넘 기기 힘들었다 .,4,2024-11-07,2024-11
"처음 부터 끝까지 한 호흡에 읽기 힘들었던 책, 몇 번을 덮었다 펴가며 읽게된..","처음 부터 끝 호흡 읽기 힘들었던 책 , 몇 번 덮었다 펴가며 읽게 된",4,2024-11-07,2024-11
재밌어요 나중에 다시 또 읽어봐야겠어요,재밌어요 나중 읽어 봐야겠어요,4,2024-11-07,2024-11
5ㆍ18 광주...생중사에서 들숨과 날숨으로 짜여진 다각적인 시선이 깊은 한숨으로 펼쳐진 먹먹함...,5 ㆍ 18 광주 생 중사 들숨 날숨 짜여진 다각 적 인 시선 깊은 한숨 펼쳐진 먹 먹 함,4,2024-11-07,2024-11
배송은 좀 늦었지만 너무너무 좋아요~~~,배송 늦었지만 좋아요 ~~~,4,2024-11-07,2024-11
배송은 좀 늦었지만 너무너무 좋아요~~~,배송 늦었지만 좋아요 ~~~,4,2024-11-07,2024-11
리얼한 묘사가 섬뜩하기도 했고 슬펐네요,리얼 묘사 섬뜩하기도 했고 슬펐네요,2,2024-11-07,2024-11
작가님 노벨문학삭 수상 축하드립니다! 너무 좋은 책이에요!,작가 님 노벨 문학 삭 수상 축하 드립니다 ! 좋은 책 이에요 !,4,2024-11-07,2024-11
작별하지 않는다를 먼저 읽고 구매하게 됐어요. 마음이 너무 아픕니다..,작별 하지 않는다를 먼저 읽고 구매 됐어요 . 마음 아픕니다,4,2024-11-07,2024-11
노벨상의 문체를 경험하세요,노벨상 문체 경험 하세요,4,2024-11-07,2024-11
가습 아픈 이야기를 잘 풀어낸 작품이라고 들었어요. 이런게 바로 문학의 가치가 증명되는 순간이 아닌가 싶습니다.,가습 아픈 이야기 풀어 낸 작품 이라고 들었어요 . 이런게 바로 문학 가치 증명 되는 순간 아닌가 싶습니다 .,4,2024-11-07,2024-11
광주항쟁을 다양한 화자의 시각으로 접근한 구성이 돋보입니다.,광주 항쟁 다양한 화 자 시각 접근 구성 돋보입니다 .,4,2024-11-06,2024-11
광주 시민항쟁의 다양한 화자의 시선으로 구성한 면이 돋보입니다,광주 시민 항쟁 다양한 화 자 시선 구성 면 돋보입니다,4,2024-11-06,2024-11
작가님의 수상을 축하드려요,작가 님 수상 축하 드려요,4,2024-11-06,2024-11
감동적인 책입니다 술술 읽혀요,감동 적 인 책 술술 읽혀요,4,2024-11-06,2024-11
노벨상 수상 축하드립니다,노벨상 수상 축하 드립니다,4,2024-11-06,2024-11
잊고살면 안되는 이야기들 입니다.,잊고 살 면 안되는 이야기 .,4,2024-11-06,2024-11
한강 작가님 노벨문학상 축하드립니다,한강 작가 님 노벨문학상 축하 드립니다,4,2024-11-06,2024-11
무거운 주제라 저는 읽기 무섭고 메이트가 읽고 싶다기에 주문했습니다. 찌그러지지 않고 잘 받았어요~!,무거운 주제 라 읽기 무섭고 메이트 읽고 싶다기에 주문 했습니다 . 찌그러지지 않고 받았어요 ~!,4,2024-11-06,2024-11
두고두고 여러 번 읽고 싶어요 감사합니다,두고두고 여러 번 읽고 싶어요 감사합니다,4,2024-11-06,2024-11
가슴아픈 이야기를 문학적으로 아름답게 승화시킨 최고의 작품입니다.,가슴 아픈 이야기 문학 적 아름답게 승화 시킨 최고 작품 .,4,2024-11-06,2024-11
이 책부터 읽어야 하는 이유를 알게 해준책 이었어요.,책 부터 읽어야 이유 알 게 해준 책 이었어요 .,4,2024-11-06,2024-11
한강 작가님의 감성을 느낄수 있었습니다.,한강 작가 님 감성 느낄수 있었습니다 .,4,2024-11-06,2024-11
좋은책 잘 읽었습니다.,좋은 책 읽었습니다 .,4,2024-11-06,2024-11
광주에 살고 있어서 책 속에 나오는 지명들이 익숙하여 더 잘 읽힙니다. 소년이 온다. 좀 슬프고 그러네요.,광주 살 고 있어서 책 속 나오는 지명 익숙하여 읽힙니다 . 소년 온다 . 슬프고 그러네요 .,4,2024-11-06,2024-11
배송 빠르고 이벤트도 많고 너무 좋아요,배송 빠르고 이벤트 많고 좋아요,4,2024-11-06,2024-11
요즘 한강 소설 별따기 이런 소설을 이제야 접하다니 감사히 잘 읽겠습니다,한강 소설 별 따기 이런 소설 이제야 접 하다니 감사히 읽겠습니다,4,2024-11-06,2024-11
이 책을 읽으면서 많은 감동을 느꼈습니다,책 읽으면서 많은 감동 느꼈습니다,4,2024-11-06,2024-11
기대돼요. 어떤 내용일지,기대 돼요 . 어떤 내용 일지,4,2024-11-06,2024-11
곱씹어 읽어봐야 할 책이에요,곱씹어 읽어 봐야 할 책 이에요,4,2024-11-06,2024-11
정말 좋은작품인거 같아요,좋은 작품 인거 같아요,4,2024-11-06,2024-11
작가님 고맙습니다.,작가 님 고맙습니다 .,4,2024-11-06,2024-11
처음부터 끝까지 눈물을 멈출 수 없었던 책 최고입다,처음 부터 끝 눈물 멈출 없었던 책 최고 입다,4,2024-11-06,2024-11
읽으면 한문장 읽을 때마다 눈물이 나서 덮은 책. 읽어야 하는데 마음이 저릴까봐 아직 끝까지 못읽은 책. 모두가 한번쯤음 읽어봤으면 좋겠는 책.,읽으면 문장 읽을 때 마다 눈물 나서 덮은 책 . 읽어야 하는데 마음 저릴까봐 아직 끝 못 읽은 책 . 모두 한번 쯤 음 읽어 봤으면 좋겠는 책 .,4,2024-11-06,2024-11
다시 한 번 생각하게 되는 그 이야기들...,번 생각 되는 이야기,4,2024-11-05,2024-11
음~괜찮아요. ㆍㆍㆍㆍㆍㆍ,음 ~ 괜찮아요 . ㆍㆍㆍㆍㆍㆍ,2,2024-11-05,2024-11
아 이게 바로 문학이구나… 시대의 아픔이 느껴집니다,아 게 바로 문학 이구나 시대 아픔 느껴집니다,4,2024-11-05,2024-11
한강 작가님 작품 너무 좋아요,한강 작가 님 작품 좋아요,4,2024-11-05,2024-11
한강 작가님 작품 너무 좋아요,한강 작가 님 작품 좋아요,4,2024-11-05,2024-11
한강 작가님 작품 너무너무 공감돼요,한강 작가 님 작품 공감 돼요,4,2024-11-05,2024-11
한강 작가님 작품 너무나 좋아요,한강 작가 님 작품 너무나 좋아요,4,2024-11-05,2024-11
한강 작가님 작품 너무 감동이에요,한강 작가 님 작품 감동 이에요,4,2024-11-05,2024-11
한강 작가님 작품 너무 좋아요,한강 작가 님 작품 좋아요,4,2024-11-05,2024-11
읽어보고 싶어 구매함,읽어 보고 싶어 구매 함,4,2024-11-05,2024-11
한강 작가님 노벨문학상 수상을 축하합니다,한강 작가 님 노벨문학상 수상 축하,4,2024-11-05,2024-11
목뼈가 어긋난 것 같았던 첫 충격을..,목뼈 어긋난 같았던 첫 충격,4,2024-11-05,2024-11
노벨상수상작을 모국어 원문으로 읽는 감동이란..,노벨상 수상작 모국어 원문 읽는 감동 이란,4,2024-11-05,2024-11
"너무 재밌어뇨
믿고 사고 읽는 한강작가님 책 ㅎㅎ","재밌어 뇨 
 믿고 사고 읽는 한강 작가 님 책",4,2024-11-05,2024-11
문체가 부드러워 푸욱 빠져 단숨에 읽어 내려갔어요,문체 부드러워 푸욱 빠져 단숨 읽어 내려갔어요,4,2024-11-05,2024-11
한강님 좋은 글 써주셔서 감사합니자.,한강 님 좋은 글 써주셔서 감사합니자 .,4,2024-11-05,2024-11
잘 받았습니다. 감사합니다.,받았습니다 . 감사합니다 .,4,2024-11-05,2024-11
좋은책 추천드리고싶어요,좋은 책 추천 드리고싶어요,4,2024-11-05,2024-11
