review,rating,date
너무 아픈 역사… 읽기 힘들지만 그들에게 빚진 우리들이 꼭 읽고 기억해야 할 책,4,2024.11.09
필수로 읽어야죠 기대됩니다,4,2024.11.09
유명한 책을 읽을 수 있게되어 영광이네요,4,2024.11.09
읽고싶었는데 기대가 됩니다,4,2024.11.09
"한강의 책이 공립도서관에 있어야하네 마네, 이런 논쟁은 소모적이다. 그리고 한국 문학교육이 얼마나후진적 수준인지 보여주는 논쟁이다. 표현방법, 내용은 그녀가 얼마나 깊은 고통속에서 작품을 써냈는지를 알수있게하는 장치일 뿐이다. 당신의 자녀들은 이것보다 훨씬 자극적인 영상물을 유튜브 통해서 접하고 있다. 이 책에 화풀이 하지말고 당신 자녀의 핸드폰 영상시청 기록이나 보시라.",4,2024.11.09
당시 시대상과 아픔묘사에 공감,3,2024.11.09
같은 사건에 대해 다른 인물들의 마음을 볼 수 있는.,4,2024.11.09
아직도 광주 학살 사건을 있는 그대로 인정하지 않는 사람들이 있다. 일반인인 총칼으 몽둥이에 맞아 죽고 어린 학생이 끔찍하게 군인에게 죽었는데 본질이 왜곡된 말들로 역사를 망가뜨리려 하고 있다. 정말 무엇 때문에 그렇게 하는가?,4,2024.11.09
왠지 꼭읽어봐야겠다는 상각이들어 구매합니다,4,2024.11.09
작가님 수상 후 구입했는데 금방 책장이 금방 넘어가네요...,4,2024.11.09
작가님 수상후 구입했는데 최고입니다,4,2024.11.09
한강 작가 노벨수상 발표 직후 오늘 드림 신청에서 광화문 교보문고 갔다 왔어요. 오늘 드림 신청할 때에는 교보문고에 재고가 아마 지금 기억으로 70 권 정도 있었던 걸로 기억하는데 결제하고 광화문 교보문고 가는 도중 광화문 교보문고 재고가 0권으로 바뀐 걸 확인했어요. 그래도 오늘 드림 신청 당시ㅇ는 책이 있었던 걸 봤었기 때문에 우선 교보문고로 갔는데 직원분이 상황 들으시고 친절하게 재고 확인해주신후 책 오늘드림 정상적으로 당일에 받을 수 있게 도와주셨습니다. 그 당시 도와주셨던 광화문 교보문고 직원분 감사합니다. 책은 정말 읽으면 읽을 수록 슬퍼져서 더 슬퍼질까봐 못 넘기겠는 책이에요. 하지만 감사히 읽겠습니다. 노벨문학상을 원어로 읽을 수 있다는 행운이 오다니 정말 행복해요,4,2024.11.08
아직 읽기 전인데 읽고 싶어서 구매했습니다.,4,2024.11.08
"역사로 배웠던, 5.18국립묘지에서 봤던 그 내용 그대로 에요",4,2024.11.08
잘 읽었습니다. 한강 작가님 축하드립니다.,4,2024.11.08
감동입니다! 잘 읽을게요!,4,2024.11.08
5ㆍ18 민주항쟁을 체험한 작가의 노벨문학상 작품!,3,2024.11.08
한강작가책중 두번째 책인데 작가의 독특한 시점에서 몰입이 되어 잘읽었습니다,4,2024.11.08
비단 노벨상 수상때문만이 아닌 읽어보고싶었던 책인데 이 참에 사서 잘 읽고있어요.,4,2024.11.08
"국내 최초로 노벨문학상
당연히 읽어봐야죠",4,2024.11.08
한강작가님의 소년이 온다는 한국인이라면 모두가 읽어야 하는 책이라고 생각합니다,4,2024.11.08
너무 슬프고 처절한 우리의 역사 잔혹한 인간성 함부로 평가할 수 없는 산문,4,2024.11.08
읽는내내 마음아팠지만 끝까지 읽어냈습니다.,4,2024.11.08
한국소설을 안읽는 저였는데 이렇게 사게될줄 몰랐습니다 재미있었습니다,4,2024.11.08
태어나서 한번은 읽어봐야하는 책입니다.,4,2024.11.08
"태어났으면 꼭 한번은 읽어봐야하는 책입니다.
한강작가님 아시잖아요?!",4,2024.11.08
역시 최고입니다 좋아요,4,2024.11.08
잘 읽겠습니다~ 고맙습니다.,4,2024.11.08
좋아해요 ㅎㅎ 추천합니다,4,2024.11.08
역사적인 사건을 개인의 관점에서 잔잔하게 풀어쓴 작품입니다,4,2024.11.08
눈물을 참을 수 없습니다,4,2024.11.08
구매해봅니다 아직 읽기 전이라,4,2024.11.07
책을 다 읽고 나서 다시 한 번 읽어보고 싶은 책,4,2024.11.07
고통이 커 페이지를 넘기기가 힘들었다.,4,2024.11.07
"처음 부터 끝까지 한 호흡에 읽기 힘들었던 책, 몇 번을 덮었다 펴가며 읽게된..",4,2024.11.07
재밌어요 나중에 다시 또 읽어봐야겠어요,4,2024.11.07
5ㆍ18 광주...생중사에서 들숨과 날숨으로 짜여진 다각적인 시선이 깊은 한숨으로 펼쳐진 먹먹함...,4,2024.11.07
,4,2024.11.07
배송은 좀 늦었지만 너무너무 좋아요~~~,4,2024.11.07
배송은 좀 늦었지만 너무너무 좋아요~~~,4,2024.11.07
우리나라의 노벨 문학상 작가라니~안 읽어볼 수가 없겠죠~~우리 작가님의 글 너무 궁금하여 구매완료. 518광주 학생운동배경의 소설은 그당시의 분위기가 그대로 소설 읽는 내내 전해지는 잔잔하면서 울림이 있는 이야기 입니다. 최고에요~~,4,2024.11.07
리얼한 묘사가 섬뜩하기도 했고 슬펐네요,2,2024.11.07
,4,2024.11.07
,4,2024.11.07
,4,2024.11.07
작가님 노벨문학삭 수상 축하드립니다! 너무 좋은 책이에요!,4,2024.11.07
작별하지 않는다를 먼저 읽고 구매하게 됐어요. 마음이 너무 아픕니다..,4,2024.11.07
노벨상의 문체를 경험하세요,4,2024.11.07
,4,2024.11.07
가습 아픈 이야기를 잘 풀어낸 작품이라고 들었어요. 이런게 바로 문학의 가치가 증명되는 순간이 아닌가 싶습니다.,4,2024.11.07
광주항쟁을 다양한 화자의 시각으로 접근한 구성이 돋보입니다.,4,2024.11.06
광주 시민항쟁의 다양한 화자의 시선으로 구성한 면이 돋보입니다,4,2024.11.06
작가님의 수상을 축하드려요,4,2024.11.06
감동적인 책입니다 술술 읽혀요,4,2024.11.06
노벨상 수상 축하드립니다,4,2024.11.06
잊고살면 안되는 이야기들 입니다.,4,2024.11.06
한강 작가님 노벨문학상 축하드립니다,4,2024.11.06
너무 아프네요. 너무아파,4,2024.11.06
"글을 읽다가 와락 눈물이 저도 모르게 쏟는 부분도 있었고.. 읽는 내내 마음이 정말 너무 무거웠고 비통했습니다. 이러한 일이 있었다는 것만 알고 있었지, 자세히는 정확히 상황을 알지 못했습니다. 이제서야 조금은 깊게 알게 된 거 같습니다. 절대로 잊지 말아야 할 역사입니다.",4,2024.11.06
무거운 주제라 저는 읽기 무섭고 메이트가 읽고 싶다기에 주문했습니다. 찌그러지지 않고 잘 받았어요~!,4,2024.11.06
두고두고 여러 번 읽고 싶어요 감사합니다,4,2024.11.06
한강의 책은 따뜻하다,4,2024.11.06
가슴아픈 이야기를 문학적으로 아름답게 승화시킨 최고의 작품입니다.,4,2024.11.06
오랜만에 감동감동 입니다,4,2024.11.06
이 책부터 읽어야 하는 이유를 알게 해준책 이었어요.,4,2024.11.06
한강 작가님의 감성을 느낄수 있었습니다.,4,2024.11.06
좋은책 잘 읽었습니다.,4,2024.11.06
광주에 살고 있어서 책 속에 나오는 지명들이 익숙하여 더 잘 읽힙니다. 소년이 온다. 좀 슬프고 그러네요.,4,2024.11.06
배송 빠르고 이벤트도 많고 너무 좋아요,4,2024.11.06
요즘 한강 소설 별따기 이런 소설을 이제야 접하다니 감사히 잘 읽겠습니다,4,2024.11.06
이 책을 읽으면서 많은 감동을 느꼈습니다,4,2024.11.06
기대돼요. 어떤 내용일지,4,2024.11.06
곱씹어 읽어봐야 할 책이에요,4,2024.11.06
정말 좋은작품인거 같아요,4,2024.11.06
작가님 고맙습니다.,4,2024.11.06
처음부터 끝까지 눈물을 멈출 수 없었던 책 최고입다,4,2024.11.06
읽으면 한문장 읽을 때마다 눈물이 나서 덮은 책. 읽어야 하는데 마음이 저릴까봐 아직 끝까지 못읽은 책. 모두가 한번쯤음 읽어봤으면 좋겠는 책.,4,2024.11.06
잘읽겠습니다 굿,4,2024.11.05
다시 한 번 생각하게 되는 그 이야기들...,4,2024.11.05
음~괜찮아요. ㆍㆍㆍㆍㆍㆍ,2,2024.11.05
아 이게 바로 문학이구나… 시대의 아픔이 느껴집니다,4,2024.11.05
한강 작가님 작품 너무 좋아요,4,2024.11.05
한강 작가님 작품 너무 좋아요,4,2024.11.05
한강 작가님 작품 너무너무 공감돼요,4,2024.11.05
한강 작가님 작품 너무나 좋아요,4,2024.11.05
한강 작가님 작품 너무 감동이에요,4,2024.11.05
한강 작가님 작품 너무 좋아요,4,2024.11.05
읽어보고 싶어 구매함,4,2024.11.05
한강 작가님 노벨문학상 수상을 축하합니다,4,2024.11.05
목뼈가 어긋난 것 같았던 첫 충격을..,4,2024.11.05
노벨상수상작을 모국어 원문으로 읽는 감동이란..,4,2024.11.05
"너무 재밌어뇨
믿고 사고 읽는 한강작가님 책 ㅎㅎ",4,2024.11.05
"'비가 올 것 같아.' 첫 문장을 읽으며, ..... 작게,... 그러나 깊이 감격한다. 이런 날도 오는구나, 나에게. 큰 선물을 새봄의 단비처럼, 가슴에 담는 우리, 한국인들의 이 느낌, 이 절절함을..., 아직 잘 모르는 사람들이 세상에는 더 많겠지 만,.. 참 좋다. 안개 꽃은 장미가 없어도, 이처럼 아름답게 그려 질 수도 있네. 하지만, 조금 더 가보자. 저 언덕 넘어서, 무엇이 있을지 궁금하니,...",4,2024.11.05
펜은 칼보다 강하다,4,2024.11.05
문체가 부드러워 푸욱 빠져 단숨에 읽어 내려갔어요,4,2024.11.05
한강님 좋은 글 써주셔서 감사합니자.,4,2024.11.05
잘 받았습니다. 감사합니다.,4,2024.11.05
좋은책 추천드리고싶어요,4,2024.11.05
"평소 책을 읽지 않는 내가 하루만에 읽었습니다.
책을 보며 분노하고 무섭고 슬픈 감정을 느꼈습니다.",4,2024.11.05
소년이 온다 잘 읽었습니다.,4,2024.11.05
"그냥, 이 책을 읽는 모두가 눈물을 흘릴 것 같아",4,2024.11.05
읽으면서 계속 눈물이 났습니다. 꼭 읽어봐야 할 책입니다.,4,2024.11.05
한강 작가님 축하드립니다. 고맙습니다.,4,2024.11.05
"4번째 쇠와 피 얘기는 읽자마자 눈물이 났던 에피이다. 어떻게 이럴 수가 있나, 와 어떻게 이렇게 하지가 공존했던 이야기",4,2024.11.05
길지 않은 소설인데 묵직하게 마음에 닿는 소설이에요.,4,2024.11.05
넘 가슴이 아팠어요..,4,2024.11.05
사실 이 정도로 아플 줄은 몰랐는데... 잘 몰랐던 현실과 잊혀져가는 수많은 사람들에 대해 생각하게 해 준 고마운 책입니다.,4,2024.11.05
자랑스러운 작품입니다,4,2024.11.05
노벨문학상 축하합니다,4,2024.11.05
배송이 빠르고 좋아요,3,2024.11.05
좋은책인거 이미 증명됐고. 덕분에 즐겁습니다,4,2024.11.05
개인의 시선에서 본 사건에 대한 이야기라 그런지 더 와닿는 것 같습니다,4,2024.11.05
엄청 오래 기다려서 받았어요. 얼른 읽고싶어요,4,2024.11.04
"책을 읽으며 인물의 감정에 온전히 동화된다는 느낌은 처음이었습니다. 한 문장 한 문장이 섬세합니다.
책을 읽고 실제 모티브가 되었던 인물의 어머니 기사도 읽으며 그동안 깊이 관심 가지지 않은 저를 반성했습니다. 한 강 작가 덕분에 좀 더 많은 사람들이 5.18 민주화운동을 잊지 않을 수 있게 된 것 같습니다.",4,2024.11.04
"한강 작가님의 대표작 중 하나라 구매했는데
기대가 됩니다",4,2024.11.04
최고입니다.최고입니다 진짜 슬픕니디ㅏ.,4,2024.11.04
노벨문학상 수상 작가인 글을 접해보려고...,4,2024.11.04
한국 첫 노벨문학상을 받게 해준 책을 원서로 읽을 수 있다니 감개무량합니다,4,2024.11.04
당시의 상황을 잠깐이나마 느낄수있었다,4,2024.11.04
"숨쉴틈 없이 읽었어요, 우리는 가끔 그 시대의 희생을 잊는것 같아요",4,2024.11.04
아버지께서 노벨상 소식듣고 읽어보고싶다해서 주문해드렸어요.,4,2024.11.04
역사의식을 다시 한 번 뒤돌아보게 하는 책,4,2024.11.04
아직 읽진 않았지만 기대되요,4,2024.11.04
"그 당시 평범한 시민들이 겪은 고통을 글로 읽으니 너무 마음이 아팠고, 동시에 민주주의의 영웅들에게 감사한 마음이 드는 책이었습니다.",4,2024.11.04
정말 가슴이 먹먹해지는 책입니다. 화가 너무 나네요,4,2024.11.04
한강 작가님의 묵직한 목소리에 빠져들어 너무 슬펐다,4,2024.11.04
,4,2024.11.04
고맙습니다감사합니다책죄고예요,4,2024.11.04
오래 기다린만큼 재밌어요,3,2024.11.04
좋아요! 너무 잘봤습니다 :),4,2024.11.04
아직도 오일팔에 대해 막말을 하는 몰지각한 정치인들에 강제로라도 읽혀야할 책입니다.,4,2024.11.04
오래 기다려 받은만큼 잘 읽어보겠습니다,4,2024.11.04
수상을 기념하며 다시 읽어보겠습니다,4,2024.11.04
내용은 대략 알지만 가슴이 아파 마주하지 못한 얘기들을 이제서 마주합니다.,4,2024.11.04
이미 빌려서 읽었는데 노벨상 타셔서 소장하고파 주문 했어요ㅎㅎ 생각보다 지인짜 일찍 왔어요. 감사합니다~ 앞으로 교보만 이용 하겠습니다.,4,2024.11.04
"It is a great read, i hope",4,2024.11.04
I havent read it yet but i am hoping it will be great,4,2024.11.04
,4,2024.11.04
문채가 깊이가 있고 글을 읽다보면 너를 바라보는 나도 함께 현장에 있는 느낌이 든다,4,2024.11.04
"한강작가님 작품 잘읽었습니다.

몰입을 해서 그런지 며칠간 기분이 많이 다운되네요.

나부자 책방 이야기
https://m.blog.naver.com/wonj005/223644056248",4,2024.11.04
"이제서야 이 책을 접하게 되서 부끄러웠습니다.
이제라도 이 책을 읽게 되어 다행입니다.
어렸을 적 지났던 도청, 카톨릭센타, 전일빌딩, ymca 건물 앞 등...그 곳에서 일어났던 숱한 일들.
그리고 그 이후 그 일을 겪었던 사람들의 고통을 일부라도 알게해주셔서 감사합니다.

읽으면서 아프지만 또 읽고 또 읽게 될 책이란걸 알게되네요.",4,2024.11.04
황석영의 오래된정원과 더불어..,4,2024.11.03
한강 작가님의 소설을 드디어 구입했습니다. 열심히 읽어보겠습니다.,4,2024.11.03
한강작가님 표현력 대박... 책 읽는데 영화보는것처럼 생생해요. 잘 읽을게요,3,2024.11.03
기대 반 설렘 반 두려움 반,4,2024.11.03
책 잘 읽어볼께요.,4,2024.11.03
마음이 너무 힘들 것 같아서 구입 후 계속 읽지 못했던 책이었는데 이번에 친정엄마께 선물하기 위해 다시 구입했어요,4,2024.11.03
아직 읽기전이지만 기대되네요.,4,2024.11.03
이가을 한강님의 책으로 힐링해봅니다.,4,2024.11.03
감사합니다감사합니다,4,2024.11.03
주문하고 오래 기다려서 더 재미있게 읽고있어요^^,4,2024.11.03
재밌어요 꼭 읽어보세요,4,2024.11.03
한글을 원어로 쓴 노벨상 책을 살면서 또 볼일이 있을까요 무조건 읽어봐야죠,4,2024.11.03
소년이 온다 최고입니다,4,2024.11.03
잘볼게요 감사합니다,4,2024.11.03
노벨상 수상을 축하드립니다.,4,2024.11.03
처음에는 이해가 잘 되지 않아 글 읽기가 어려웠으나 시점이 이해가는 순간부터는 몰입해서 술술 읽었네요. 여운이 긴 책이었습니다! 전혀 다른 내용이지만 박찬욱 감독의 헤어질결심 영화가 생각이 났습니다...!,4,2024.11.03
"역사를 이렇게 생생하게 몰입해서 읽을 수 있다니,
한국인으로서 정말 감사합니다 작가님.",4,2024.11.03
"""삶의 새로운 관점을 열어주는 책! 읽을수록 더 깊이 빠져들게 되는 매력이 있습니다.""",4,2024.11.02
"내내 무거웠던 마음이 좀 위로 되는 시간이었습니다
감사합니다.진심으로..",4,2024.11.02
한강작가님 노벨 문학상 축하드려요,4,2024.11.02
소설의 내용을 읽고 분노하지않을 사람은 없겠지만 소설로역사를 배우는 것은 조심해야할것이다 518은 아직도 많은 숙제가 남아있다,2,2024.11.02
거대한 역사의 파도에 휩쓸리는 아주 작고 위대한 시선들,4,2024.11.02
배송빠르고 좋아요 잘받았습니다,4,2024.11.02
5•18의 역사적 사실과 의미를 다시금 생각하게 하는…,4,2024.11.02
빠른배송으로 잘 읽고 있어요,4,2024.11.02
잘 봤습니당~ 추천해요,4,2024.11.02
"소설은 잘 읽지 않았지만, 이번을 계기로 다시 한 번 읽게 되었습니다.",4,2024.11.02
"아직 읽진 않았지만, 한강 작가의 인터뷰와 내용에 대해 들어온 터라 더 기대가 되네요. 노벨문학상의 원서를 보관하게 되네요.^^",4,2024.11.02
"좋은 소설이었습니다. 다만, 에필로그에 전적으로 동의하지 읺는 부분도 있었지만. 소설로서는 참 좋은 책이었습니다.",4,2024.11.02
잘 읽어보겠습니다~,4,2024.11.02
한강 작가님 책이라서 구매했고요 최고입니다,4,2024.11.02
감동적이면서 끔직한 하지만 잊혀지면 안되는 이야기,4,2024.11.02
책을 읽을수록 마음이 먹먹하고 아파옵니다.,4,2024.11.02
좋은 작품. 이 책을 읽고 슬퍼하지 않을 사람은 없다.,4,2024.11.02
한강작가님의 책들을 이번 기회에 읽어 볼려구 합니다,4,2024.11.02
힘들게 책장을 넘겼습니다 ㅠ,4,2024.11.02
좋은 내용으로 구성됐어요,4,2024.11.02
읽으면 읽을수록 눈시울에 눈물이 흐르는 곳을 막을수 없다.나는 왜 지금까지 외면하고 비겁하게 살았던 것일까?부끄럽다. 그러나 더 참을수 없는건 앞으로도 내가 얼마나 더 비겁해질수 있는가 하는 것이다.,4,2024.11.02
읽어보고 싶었는데 잘 읽겠습니다,4,2024.11.02
읽어보고 싶었는더 잘 읽겠습니다,4,2024.11.02
오늘부터 정독합니다,4,2024.11.02
선물용으로 구매했어요,4,2024.11.02
서물용으로 구매했어요,4,2024.11.02
선물용으로 구매했습니다,4,2024.11.02
오늘부터 꾸준히 볼라구요,4,2024.11.02
잊고있던 역사에 대해 다시 한번 생각해 보는 계기가 됩니다,4,2024.11.02
한강 작가님 작품을 접하게 되어서 좋습니다.,4,2024.11.02
80이 넘으신 어머니의 부탁으로 구매했습니다.과거를 잊지 않고 기억하고 다시는 반복되지 않도록 …,4,2024.11.02
"생각하고 또 생각했습니다.
이해하고 싶었기 때문에, 어떻게든 내가 겪은 일들을 이해해야 했기 때문이란 문구가 슬프게 다가옵니다.",4,2024.11.02
한강작가님 책 읽을수있어서 넘 감사합니다.,4,2024.11.02
다루기 망설여지는 아픈 역사를 섬세하고 서정적으로 표현한 작품입니다.,4,2024.11.02
5.18광주 민주화운동을 더 자세히 알 수 있게 되었습니다.,4,2024.11.02
최고의소설입니다 감사합니다,4,2024.11.01
작가님이 주신 선물임,4,2024.11.01
너무감사한선물이었음,4,2024.11.01
하나하나가주옥같은..,4,2024.11.01
한강작가님의 책을 보고 감동을 받았습니다,4,2024.11.01
한강 작가님 노벨상 수상 축하드립니다!,4,2024.11.01
"해외 사는 교포 친구들에게 보낼 책을 구매했습니다. 각자의 이유로 한국을 떠난지는 오래되었지만 한국을, 그리고 한강 작가님을 자랑스러워 하고, 응원하는 마음은 한국인들과 같아요.",4,2024.11.01
한강 작가님의 노벨 문학상 수상을 축하드려요.,4,2024.11.01
소년이 온다. 마음의 짐을 나누어 보게 됩니다.,4,2024.11.01
"감사합니다
감사합니다
감사합니다 배송잘받고 정독하겠습니다
감사합니다",4,2024.11.01
오래걸려 받았습니다. 아껴보고 싶어서 밤에 조용할때만 기다리고 있어요.,4,2024.11.01
너무 슬퍼요 읽을수록,4,2024.11.01
달은 밤의 눈동자이다,4,2024.11.01
아프고도 아름답습니다,4,2024.11.01
감사합니다 잘받았습니다,4,2024.11.01
소녀가 운다,4,2024.11.01
"좀 기다려서 받았어요
노벨문학상버전아니라 아쉬워요",4,2024.11.01
너무 먹먹하고 슬퍼서 힘들었지만 한강 작가님의 문체와 메세지를 너무 잘 느낄수 있었습니다.,4,2024.11.01
한강작가님 축하드립니다아,4,2024.11.01
앞으로도 좋은 작품으로 모두를 행복하게 해주시기 바랍니다,4,2024.11.01
이전에 읽어 내용을 알고 읽었음에도 같은 부분에서 분노하고 눈물이 흐르는 작품이에요.,4,2024.11.01
아직 읽기전인데 늦게 받았지만 소장할수 있어서 좋네요,4,2024.11.01
"주인공 동호는 어디쯤 가고 있을까

동호가. 누려보지 못한 자유와 평화 사랑의 세계

우리가 아닌 자라나는 세대에는 그런 세상을 만들어주고 싶다",4,2024.11.01
"국가가 개인에게 가한 폭력, 잔인하다.",4,2024.11.01
의미있는 도서라고 생각합니다. 추천합니다.,4,2024.11.01
독서의 의미를 가질 수 있는 책입니다.,4,2024.11.01
묵직한 언어로 가슴을 울림을 받았다,4,2024.11.01
"소년은 밝고 꽃이 많이 핀 곳으로 가고자 했다. 캄캄한 어둠을 밀어내고.
흐드러지게 핀 꽃속에 있고자 했다.
그 시절에 내가 부끄럽다.",4,2024.11.01
절제된 감정과 정제된 문장으로 역사의 비극을 아프게 돌아볼 수 있었습니다. 내용도 아프지만 문장이 아름다워 더 슬픈 책이었던 것 같습니다. 이 책을 읽고 다른 작품이 더 궁금해졌습니다. 한강 작가님 입문작으로 추천합니다.,4,2024.11.01
잘 읽었습니다~~~~~<~,4,2024.11.01
"인간성을 상실한 인간들이,
인간성을 잃지 않기위해 고민하던 사람들을 훼손하고...
때문에 영원히 아파하는 ...
그런 끔찍한 시간을 나는 격지 않았다
광주에 있지 않았으니...

더이상은 인간성을 고민하는 사람들이 훼손 당하지 않기를...
우리는 영원히 기억하여 파렴치한것들이 더이상 대한민국에, 이세상에 존재하지 못하도록 가슴으로 같이 아파해야 한다...
아파 하면서 분노하고 강력하게 저항하며 고민하고
살아야한다 사람이라면......",4,2024.11.01
최고입니다!!!!!!!,4,2024.11.01
노벨문학상을 원서로 읽는 즐거움!,4,2024.11.01
선인들의 아픔을 작가님과 함께 호흡합니다.,4,2024.11.01
"어렵게 받은 한강작가의 책. 교보문고 최고에요. 세권의
책을 주문했는데 입고 될 때마다 하나씩 보내주시고.. (안그러셔도 충분히 기다렸을텐데^^) 가을에 한강책에 빠져보렵니다.",4,2024.10.31
노밸상 수상 축하 구매했습니다.,4,2024.10.31
천청히 읽어볼께요,4,2024.10.31
"오래 기다리며 받았더니 넘좋아요.
1권은 부모님 선물해드렸어요^^",4,2024.10.31
너무 슬픈 역사네요 그런데 왜 대화가 표준말. 좀더 사실적으로 묘사하지 :),4,2024.10.31
이 책이 더 많은 젊은이들에게 읽히기를!,4,2024.10.31
"예전에 읽엇던 기억이 나는데 노벨상 타고 다시
찾아보니 갖고 있던 책이 아니었는지.. 다시 재구매..
많니 울엇던 기억..",4,2024.10.31
소장가치가 있는 책입니다,4,2024.10.31
아직 책을 읽어보진 않았지만 기대 됩니다. 그당시 현장에 있었던 일인으로 공감이 더 될거 같아요,4,2024.10.31
드디어 받아보네요 잘 읽겠습니다,4,2024.10.31
노벨상 기념으로 구매했습니다. 아직 다 읽지는 않았지만 그냥 사놓은것만으로도 좋네요 언젠간 다 읽겠죠..,4,2024.10.31
한강 작가님 축하드립니다!,4,2024.10.31
노벨문학상 문구 적힌 버전이 갖고싶어서 이북있는데도 종이책으로 샀습니다. 최고입니다.,4,2024.10.31
좋아요 좋아요 좋아요,4,2024.10.31
감히 헤아릴 수 없는,4,2024.10.31
추천합니다 꼭 읽어야 하는 책,4,2024.10.31
어려운 부분이 있어요 하지만 읽게됩니다,4,2024.10.31
재미있고 신선한 작품이네요,4,2024.10.31
노벨문학상 수상기념 선물했어요,4,2024.10.31
가슴이 먹먹해요.가깝지만 멀게 느껴졌던 역사인데 살갗에 닿은 듯 온 몸을 덮쳐오네요.,4,2024.10.31
"굿! 좋아요.
배송은 늦었지만......",4,2024.10.31
한강 작가님이 노벨문학상을 타셨다고해서 사봤어요,4,2024.10.31
"이렇게 소설로 구성할 수 있을 거라고 상상도 하지 못했는데
그 어려운 일을 온 몸을 다해 쏟아내신 작가님의 정신에 감사드린다.
책 출간되고 도서관에서 빌려 읽었었는데,
10주년 기념으로 다시 소장했다.

책장에서조차 결코 가볍게 옮길 수 없는 책이다.
볕이 잘 드는 따뜻한 곳에 두고 싶다.",4,2024.10.31
"감정적으로 힘들까봐 미뤄뒀던 책이에요.
부지런히 읽어볼게요.",4,2024.10.31
이런 글을 써주셔서 감사합니다,4,2024.10.31
"광주, 한강, 소년... 아스라히 피어오르는 슬픔의 이미지.",4,2024.10.31
내용이 기대됩니다~,3,2024.10.30
읽는 내내 가슴이 막막해졌어요. 이 시대의 가장 큰 비극이 아니었나 생각됩니다.,4,2024.10.30
훗날 딸아이가 읽기를 바라는 마음으로 미리 사두었구요. 저도 읽을 예정입니다.,4,2024.10.30
떨리는 마음으로 첫페이지를 열었습니다.,4,2024.10.30
,4,2024.10.30
선물용으로 구입했어요.,4,2024.10.30
그냥 사봤어요. 재미있게,4,2024.10.30
한강 작가님 작품 읽어보고 싶어 주문했어요,4,2024.10.30
노벨문학상 작가의 위엄! 필독서입니다! 너무 가슴 아프고 잊지 말아야 할 역사예요!,4,2024.10.30
배송지연문자 오길래 잊고있었는데 주문한지 8일만에 생각보다 빨리왔네요. 잘읽고 책장에 잘 꽂아놔야겠네요.,4,2024.10.30
문학상 소식을 접하고 뒤늦게 주문하였습니다. 기대가 되네요,4,2024.10.30
수상 축하합니다 작품은 아직 읽어보지 못해서 내용이 기대가 됩니다,4,2024.10.30
"작가님의 노벨 문학상 수상을 축하드리며, 한 문장 한 문장 소중히 잘 읽어보겠습니다!",4,2024.10.30
우리나라 역사의 한 획을 그은 분의 작품을 읽는다는 것만으로 영광입니다. 문장을 곱씹으며 정독중,4,2024.10.30
"오래기다려서 받았어요
국뽕이 차오릅니다ㅜㅜ
원래 이전에도 구매했지만 이번에 노벨상수상기념으로 선물용으로 또구매했어요
같은책두번산건 첨이네요
내용은 한국인이라면 누구나 봐야하는 내용이라 더얘기안하겠습니다
역사를 잊은 민족에겐 내일도 없다는것 뼈저리게 느낍니다",4,2024.10.30
"너무 고통스러워서 읽기 힘들었어요.
그런데 또 읽을 겁니다. 여러 번 읽을 겁니다.",4,2024.10.30
"때론 1980년의 그들 곁에서, 때론 오늘의 내 곁에서 소년을 만날 수 있었다.",4,2024.10.30
주문하고 배송은 늦였지만 중간에 문자 주어서 좋다.,4,2024.10.30
,4,날짜없음
,4,날짜없음
,4,날짜없음
,4,날짜없음
,4,날짜없음
,4,날짜없음
,4,날짜없음
되게 문학적 표현이 많이 들어갔고 비유법이 진짜 많은 거 같아요 구체적인 묘사가 많아서 당시 상황이 머릿속에서 막 그려지는 게 재밌네요~ 역시 노벨상 받은 작가님 책인 거 같습니다,4,2024.10.30
눈물이 먹먹히 흐릅니다,4,2024.10.30
"예전에 구매해서 책을 읽다가 너무 눈물이 나서 알라딘에
판매했었는데 다시 소장하려고 구매했습니다 점점 지하철에서 책 읽는 사람들이 많아져서 보기 좋은 것 같습니다 한강 작가님 덕분이네요",4,2024.10.30
"예약 주문이 생각보다 조금 늦게 도착했지만
잘 읽고 있어요",4,2024.10.30
특별판 표지가 아니여서 아쉽지만 잘 읽고 있어요,4,2024.10.30
당신이 죽은 뒤 장례식을 치르지 못해 내 삶이 장례식이 되었습니다.,4,2024.10.30
한강 작가님 책 특징이 잘 담겨잇어요,4,2024.10.30
궁금하고 더 공감하고 싶어 구입했어요,4,2024.10.30
"모든 사람이 읽었으면 하는 책입니다
최고의 책",4,2024.10.30
10월18일 주문건이 10월28일 도착했습니다.,4,2024.10.30
오래기다렸는데 벌써부터 기대됩니다^^,4,2024.10.30
그간 책을 멀리하고 지냈는데 작가님 노벨상 소식듣고 ㅎㅎ 알고있는 내용이지만 아까워서 조금씩 읽고있어요,4,2024.10.30
80년5월 중학교2학년! 한강님이 보여준 골목길에 도청에 광주곳곳에 선명하게 남겨진 현장이 눈에 선명합니다. 이런 역사의 순간을 잊지않게 기록해 주셔셔 고맙습니다.,4,2024.10.30
읽기가 힘든 만큼 가슴 속에 오래 남는 책입니다.,4,2024.10.30
감정소모가 심하지만ㅠㅜ 꼭 읽어보길,4,2024.10.29
기대되는 작품이예용,4,2024.10.29
